Year,Surface Water Temp,Reservoir,Watershed,Type,Month
1998,22.96655,CBR,Ag_No_Strat,Ag,June
1999,23.36193,CBR,Ag_No_Strat,Ag,June
2000,23.54579,CBR,Ag_No_Strat,Ag,June
2001,23.2125,CBR,Ag_No_Strat,Ag,June
2002,23.70959,CBR,Ag_No_Strat,Ag,June
2003,20.77129,CBR,Ag_No_Strat,Ag,June
2004,23.01041,CBR,Ag_No_Strat,Ag,June
2005,23.78427,CBR,Ag_No_Strat,Ag,June
2006,23.79737,CBR,Ag_No_Strat,Ag,June
2007,24.317325,CBR,Ag_No_Strat,Ag,June
2008,22.81883,CBR,Ag_No_Strat,Ag,June
2009,23.7913,CBR,Ag_No_Strat,Ag,June
2010,24.41123,CBR,Ag_No_Strat,Ag,June
2012,23.18625,CBR,Ag_No_Strat,Ag,June
2016,24.45745,CBR,Ag_No_Strat,Ag,June
2017,22.97965,CBR,Ag_No_Strat,Ag,June
2018,26.86445,CBR,Ag_No_Strat,Ag,June
1989,22.8669,CCK,Ag_Strat,Ag,June
1990,21.9647,CCK,Ag_Strat,Ag,June
1991,24.433825,CCK,Ag_Strat,Ag,June
1992,22.98581667,CCK,Ag_Strat,Ag,June
1993,21.8338,CCK,Ag_Strat,Ag,June
1994,25.4054,CCK,Ag_Strat,Ag,June
1995,25.7294,CCK,Ag_Strat,Ag,June
1996,23.436025,CCK,Ag_Strat,Ag,June
1997,23.17205,CCK,Ag_Strat,Ag,June
1998,23.151475,CCK,Ag_Strat,Ag,June
1999,24.66568333,CCK,Ag_Strat,Ag,June
2000,23.72735,CCK,Ag_Strat,Ag,June
2001,22.45265,CCK,Ag_Strat,Ag,June
2002,24.86985,CCK,Ag_Strat,Ag,June
2003,22.31545,CCK,Ag_Strat,Ag,June
2004,24.19147,CCK,Ag_Strat,Ag,June
2005,24.63895,CCK,Ag_Strat,Ag,June
2006,23.815425,CCK,Ag_Strat,Ag,June
2007,24.71985,CCK,Ag_Strat,Ag,June
2008,23.68478333,CCK,Ag_Strat,Ag,June
2010,24.93849,CCK,Ag_Strat,Ag,June
2016,27.5,CCK,Ag_Strat,Ag,June
2017,24.84171667,CCK,Ag_Strat,Ag,June
2018,25.22305,CCK,Ag_Strat,Ag,June
1989,24.3094,CFK,Forest,For,June
1990,25.0625,CFK,Forest,For,June
1991,26.9781,CFK,Forest,For,June
1992,24.0751,CFK,Forest,For,June
1993,25.2878,CFK,Forest,For,June
1994,25.1149,CFK,Forest,For,June
1995,24.3641,CFK,Forest,For,June
1996,25.9703,CFK,Forest,For,June
1997,24.5226,CFK,Forest,For,June
1998,26.439,CFK,Forest,For,June
1999,26.2726,CFK,Forest,For,June
2000,25.3602,CFK,Forest,For,June
2001,25.11406667,CFK,Forest,For,June
2002,26.6218,CFK,Forest,For,June
2003,24.05366667,CFK,Forest,For,June
2004,24.7915,CFK,Forest,For,June
2005,27.7626,CFK,Forest,For,June
2006,25.378,CFK,Forest,For,June
2007,26.07766667,CFK,Forest,For,June
2008,24.065,CFK,Forest,For,June
2009,24.875,CFK,Forest,For,June
2010,28.9266,CFK,Forest,For,June
2016,27.4,CFK,Forest,For,June
2017,26.0669,CFK,Forest,For,June
2018,27.411,CFK,Forest,For,June
1989,24.765625,CHL,Ag_No_Strat,Ag,June
1990,21.90625,CHL,Ag_No_Strat,Ag,June
1991,27.44375,CHL,Ag_No_Strat,Ag,June
1992,23.64375,CHL,Ag_No_Strat,Ag,June
1993,22.59625,CHL,Ag_No_Strat,Ag,June
1994,25.59375,CHL,Ag_No_Strat,Ag,June
1995,23.275,CHL,Ag_No_Strat,Ag,June
1996,23.371875,CHL,Ag_No_Strat,Ag,June
1997,21.771875,CHL,Ag_No_Strat,Ag,June
1998,23.79375,CHL,Ag_No_Strat,Ag,June
1999,23.96458333,CHL,Ag_No_Strat,Ag,June
2000,24.1625,CHL,Ag_No_Strat,Ag,June
2001,25.15625,CHL,Ag_No_Strat,Ag,June
2002,24.51875,CHL,Ag_No_Strat,Ag,June
2003,22.01875,CHL,Ag_No_Strat,Ag,June
2004,25.23541667,CHL,Ag_No_Strat,Ag,June
2005,24.90625,CHL,Ag_No_Strat,Ag,June
2006,25.61458333,CHL,Ag_No_Strat,Ag,June
2007,24.66875,CHL,Ag_No_Strat,Ag,June
2008,23.71041667,CHL,Ag_No_Strat,Ag,June
2009,26.28958333,CHL,Ag_No_Strat,Ag,June
2010,26.42708333,CHL,Ag_No_Strat,Ag,June
2016,27.34375,CHL,Ag_No_Strat,Ag,June
2017,24.99375,CHL,Ag_No_Strat,Ag,June
2018,26.49791667,CHL,Ag_No_Strat,Ag,June
1989,24.853,CMR,Ag_No_Strat,Ag,June
1990,23.839,CMR,Ag_No_Strat,Ag,June
1991,27.081625,CMR,Ag_No_Strat,Ag,June
1992,24.347,CMR,Ag_No_Strat,Ag,June
1993,23.851375,CMR,Ag_No_Strat,Ag,June
1994,25.55,CMR,Ag_No_Strat,Ag,June
1995,25.3155,CMR,Ag_No_Strat,Ag,June
1997,22.6985,CMR,Ag_No_Strat,Ag,June
1998,23.8425,CMR,Ag_No_Strat,Ag,June
1999,24.29658333,CMR,Ag_No_Strat,Ag,June
2000,24.77991667,CMR,Ag_No_Strat,Ag,June
2001,23.46025,CMR,Ag_No_Strat,Ag,June
2002,25.30875,CMR,Ag_No_Strat,Ag,June
2003,23.344,CMR,Ag_No_Strat,Ag,June
2004,26.24658333,CMR,Ag_No_Strat,Ag,June
2005,27.15,CMR,Ag_No_Strat,Ag,June
2006,25.75158333,CMR,Ag_No_Strat,Ag,June
2007,26.559,CMR,Ag_No_Strat,Ag,June
2008,26.34825,CMR,Ag_No_Strat,Ag,June
2009,25.834,CMR,Ag_No_Strat,Ag,June
2010,26.98225,CMR,Ag_No_Strat,Ag,June
2016,27.07108333,CMR,Ag_No_Strat,Ag,June
2017,24.73775,CMR,Ag_No_Strat,Ag,June
2018,27.20275,CMR,Ag_No_Strat,Ag,June
1989,24.9709,CRR,Forest,For,June
1990,23.2625,CRR,Forest,For,June
1991,25.8916,CRR,Forest,For,June
1992,21.6211,CRR,Forest,For,June
1993,24.06623,CRR,Forest,For,June
1994,25.792825,CRR,Forest,For,June
1995,24.0709,CRR,Forest,For,June
1996,25.7416,CRR,Forest,For,June
1997,22.061275,CRR,Forest,For,June
1998,25.12459,CRR,Forest,For,June
1999,26.70443,CRR,Forest,For,June
2000,25.825,CRR,Forest,For,June
2001,24.20491667,CRR,Forest,For,June
2002,26.36361,CRR,Forest,For,June
2003,23.59603333,CRR,Forest,For,June
2004,25.95185,CRR,Forest,For,June
2005,25.28279,CRR,Forest,For,June
2006,24.321925,CRR,Forest,For,June
2007,25.7666,CRR,Forest,For,June
2008,24.92295,CRR,Forest,For,June
2009,24.844875,CRR,Forest,For,June
2010,26.49808333,CRR,Forest,For,June
2016,26.23525,CRR,Forest,For,June
2017,25.3236,CRR,Forest,For,June
2018,27.55165,CRR,Forest,For,June
1989,24.1408,EFR,Ag_Strat,Ag,June
1990,23.055425,EFR,Ag_Strat,Ag,June
1991,26.752125,EFR,Ag_Strat,Ag,June
1992,23.37925,EFR,Ag_Strat,Ag,June
1993,24.67453,EFR,Ag_Strat,Ag,June
1994,24.74575,EFR,Ag_Strat,Ag,June
1995,25.0908,EFR,Ag_Strat,Ag,June
1996,24.302125,EFR,Ag_Strat,Ag,June
1997,22.89245,EFR,Ag_Strat,Ag,June
1998,23.47547,EFR,Ag_Strat,Ag,June
1999,26.11729444,EFR,Ag_Strat,Ag,June
2000,25.28491,EFR,Ag_Strat,Ag,June
2001,24.47641,EFR,Ag_Strat,Ag,June
2002,26.80415,EFR,Ag_Strat,Ag,June
2003,23.26831,EFR,Ag_Strat,Ag,June
2004,24.7684,EFR,Ag_Strat,Ag,June
2005,26.02113,EFR,Ag_Strat,Ag,June
2006,25.84811,EFR,Ag_Strat,Ag,June
2007,24.97665,EFR,Ag_Strat,Ag,June
2008,25.66113,EFR,Ag_Strat,Ag,June
2009,24.98415,EFR,Ag_Strat,Ag,June
2010,26.47358333,EFR,Ag_Strat,Ag,June
2012,26.00095,EFR,Ag_Strat,Ag,June
2015,26.42075,EFR,Ag_Strat,Ag,June
2016,25.81085,EFR,Ag_Strat,Ag,June
2017,25.9359,EFR,Ag_Strat,Ag,June
2018,27.09308333,EFR,Ag_Strat,Ag,June
1989,24.89933,GRR,Ag_Strat,Ag,June
1990,23.8502,GRR,Ag_Strat,Ag,June
1991,25.8004,GRR,Ag_Strat,Ag,June
1992,22.1994,GRR,Ag_Strat,Ag,June
1993,24.84365,GRR,Ag_Strat,Ag,June
1994,26.4248,GRR,Ag_Strat,Ag,June
1995,26.425,GRR,Ag_Strat,Ag,June
1996,26.51475,GRR,Ag_Strat,Ag,June
1997,22.34115,GRR,Ag_Strat,Ag,June
1998,26.11377,GRR,Ag_Strat,Ag,June
1999,25.97639,GRR,Ag_Strat,Ag,June
2000,25.95423333,GRR,Ag_Strat,Ag,June
2001,25.096325,GRR,Ag_Strat,Ag,June
2002,26.98155,GRR,Ag_Strat,Ag,June
2003,24.20591,GRR,Ag_Strat,Ag,June
2004,26.16938333,GRR,Ag_Strat,Ag,June
2005,26.53095,GRR,Ag_Strat,Ag,June
2006,25.534225,GRR,Ag_Strat,Ag,June
2007,27.01567857,GRR,Ag_Strat,Ag,June
2008,25.71853,GRR,Ag_Strat,Ag,June
2009,26.94885,GRR,Ag_Strat,Ag,June
2010,28.40901,GRR,Ag_Strat,Ag,June
2015,27.44185,GRR,Ag_Strat,Ag,June
2016,28.3121,GRR,Ag_Strat,Ag,June
2017,25.97213,GRR,Ag_Strat,Ag,June
2018,28.165575,GRR,Ag_Strat,Ag,June
1989,22.018625,HTR,Ag_No_Strat,Ag,June
1990,20.177625,HTR,Ag_No_Strat,Ag,June
1991,23.75825,HTR,Ag_No_Strat,Ag,June
1992,22.95575,HTR,Ag_No_Strat,Ag,June
1993,20.75375,HTR,Ag_No_Strat,Ag,June
1995,22.922125,HTR,Ag_No_Strat,Ag,June
1996,23.36175,HTR,Ag_No_Strat,Ag,June
1997,24.3745,HTR,Ag_No_Strat,Ag,June
1998,25.88475,HTR,Ag_No_Strat,Ag,June
1999,23.29458333,HTR,Ag_No_Strat,Ag,June
2001,22.1895,HTR,Ag_No_Strat,Ag,June
2002,24.93775,HTR,Ag_No_Strat,Ag,June
2003,21.182,HTR,Ag_No_Strat,Ag,June
2004,25.25575,HTR,Ag_No_Strat,Ag,June
2005,24.36625,HTR,Ag_No_Strat,Ag,June
2006,23.46575,HTR,Ag_No_Strat,Ag,June
2007,26.86975,HTR,Ag_No_Strat,Ag,June
2008,23.3035,HTR,Ag_No_Strat,Ag,June
2009,25.57641667,HTR,Ag_No_Strat,Ag,June
2010,22.9535,HTR,Ag_No_Strat,Ag,June
2012,24.24525,HTR,Ag_No_Strat,Ag,June
2016,24.0715,HTR,Ag_No_Strat,Ag,June
2017,24.54075,HTR,Ag_No_Strat,Ag,June
2018,22.94425,HTR,Ag_No_Strat,Ag,June
1989,24.2762,MNR,Forest,For,June
1990,22.1881,MNR,Forest,For,June
1991,26.553575,MNR,Forest,For,June
1992,24.2238,MNR,Forest,For,June
1993,23.94585,MNR,Forest,For,June
1994,26.33857,MNR,Forest,For,June
1995,24.9387,MNR,Forest,For,June
1996,22.92221667,MNR,Forest,For,June
1997,21.9369,MNR,Forest,For,June
1998,24.05635,MNR,Forest,For,June
1999,25.728,MNR,Forest,For,June
2000,24.74465,MNR,Forest,For,June
2001,23.68523,MNR,Forest,For,June
2002,25.64285,MNR,Forest,For,June
2003,22.739875,MNR,Forest,For,June
2004,25.50715,MNR,Forest,For,June
2005,25.63971667,MNR,Forest,For,June
2006,25.78333,MNR,Forest,For,June
2007,25.1137,MNR,Forest,For,June
2009,26.9375,MNR,Forest,For,June
2010,27.1988,MNR,Forest,For,June
2016,26.74905,MNR,Forest,For,June
2017,25.3268,MNR,Forest,For,June
2018,26.59661,MNR,Forest,For,June
1989,22.275,MSR,Ag_No_Strat,Ag,June
1990,20.1494,MSR,Ag_No_Strat,Ag,June
1991,25.3488,MSR,Ag_No_Strat,Ag,June
1992,18.37333333,MSR,Ag_No_Strat,Ag,June
1993,19.82696,MSR,Ag_No_Strat,Ag,June
1994,24.6906,MSR,Ag_No_Strat,Ag,June
1995,23.2314,MSR,Ag_No_Strat,Ag,June
1996,22.6427,MSR,Ag_No_Strat,Ag,June
1997,20.2674,MSR,Ag_No_Strat,Ag,June
1998,22.7464,MSR,Ag_No_Strat,Ag,June
1999,23.4323,MSR,Ag_No_Strat,Ag,June
2000,21.986,MSR,Ag_No_Strat,Ag,June
2001,24.4524,MSR,Ag_No_Strat,Ag,June
2002,23.347,MSR,Ag_No_Strat,Ag,June
2003,22.3128,MSR,Ag_No_Strat,Ag,June
2004,22.75346667,MSR,Ag_No_Strat,Ag,June
2005,25.8652,MSR,Ag_No_Strat,Ag,June
2006,24.4488,MSR,Ag_No_Strat,Ag,June
2007,23.889,MSR,Ag_No_Strat,Ag,June
2008,21.30466667,MSR,Ag_No_Strat,Ag,June
2009,24.014,MSR,Ag_No_Strat,Ag,June
2010,26.32053333,MSR,Ag_No_Strat,Ag,June
2012,23.3556,MSR,Ag_No_Strat,Ag,June
2016,24.50386667,MSR,Ag_No_Strat,Ag,June
2017,22.842,MSR,Ag_No_Strat,Ag,June
2018,23.2902,MSR,Ag_No_Strat,Ag,June
1989,24.8875,NRR,Ag_No_Strat,Ag,June
1990,24.3498,NRR,Ag_No_Strat,Ag,June
1991,27.0371,NRR,Ag_No_Strat,Ag,June
1992,23.8256,NRR,Ag_No_Strat,Ag,June
1993,25.10635,NRR,Ag_No_Strat,Ag,June
1994,25.2752,NRR,Ag_No_Strat,Ag,June
1995,23.95,NRR,Ag_No_Strat,Ag,June
1996,23.1746,NRR,Ag_No_Strat,Ag,June
1997,19.75389,NRR,Ag_No_Strat,Ag,June
1998,21.4631,NRR,Ag_No_Strat,Ag,June
1999,26.54545,NRR,Ag_No_Strat,Ag,June
2000,25.928175,NRR,Ag_No_Strat,Ag,June
2001,25.38840556,NRR,Ag_No_Strat,Ag,June
2002,26.61845,NRR,Ag_No_Strat,Ag,June
2003,23.97883333,NRR,Ag_No_Strat,Ag,June
2004,26.24305,NRR,Ag_No_Strat,Ag,June
2005,26.6328,NRR,Ag_No_Strat,Ag,June
2006,26.39405,NRR,Ag_No_Strat,Ag,June
2007,26.09055,NRR,Ag_No_Strat,Ag,June
2008,26.23897,NRR,Ag_No_Strat,Ag,June
2009,26.91666667,NRR,Ag_No_Strat,Ag,June
2010,27.93373,NRR,Ag_No_Strat,Ag,June
2011,26.19405,NRR,Ag_No_Strat,Ag,June
2015,26.88295,NRR,Ag_No_Strat,Ag,June
2016,26.10435,NRR,Ag_No_Strat,Ag,June
2017,25.2881,NRR,Ag_No_Strat,Ag,June
2018,27.3758,NRR,Ag_No_Strat,Ag,June
1989,24.1388,PRR,Forest,For,June
1990,23.214875,PRR,Forest,For,June
1991,27.225,PRR,Forest,For,June
1992,24.1362,PRR,Forest,For,June
1993,25.910575,PRR,Forest,For,June
1994,24.93231667,PRR,Forest,For,June
1995,25.46577,PRR,Forest,For,June
1996,25.11595,PRR,Forest,For,June
1997,23.501075,PRR,Forest,For,June
1998,24.6086,PRR,Forest,For,June
1999,24.812725,PRR,Forest,For,June
2000,25.08165,PRR,Forest,For,June
2001,25.57845,PRR,Forest,For,June
2002,27.398925,PRR,Forest,For,June
2003,23.106675,PRR,Forest,For,June
2004,26.08043,PRR,Forest,For,June
2005,26.20577,PRR,Forest,For,June
2006,25.9875,PRR,Forest,For,June
2007,25.895475,PRR,Forest,For,June
2008,25.704525,PRR,Forest,For,June
2009,26.8069,PRR,Forest,For,June
2010,29.9431,PRR,Forest,For,June
2016,27.31765,PRR,Forest,For,June
2017,25.49468333,PRR,Forest,For,June
2018,26.61278333,PRR,Forest,For,June
1989,25.9375,RRR,Ag_Strat,Ag,June
1990,24.9144,RRR,Ag_Strat,Ag,June
1991,27.4038,RRR,Ag_Strat,Ag,June
1992,23.1818,RRR,Ag_Strat,Ag,June
1993,27.19035,RRR,Ag_Strat,Ag,June
1994,26.6731,RRR,Ag_Strat,Ag,June
1995,25.775,RRR,Ag_Strat,Ag,June
1996,26.6038,RRR,Ag_Strat,Ag,June
1997,23.50655,RRR,Ag_Strat,Ag,June
1998,26.89678333,RRR,Ag_Strat,Ag,June
1999,26.88138333,RRR,Ag_Strat,Ag,June
2000,26.73085,RRR,Ag_Strat,Ag,June
2001,25.63528333,RRR,Ag_Strat,Ag,June
2002,25.91725,RRR,Ag_Strat,Ag,June
2003,23.68771667,RRR,Ag_Strat,Ag,June
2004,26.252925,RRR,Ag_Strat,Ag,June
2005,26.2038,RRR,Ag_Strat,Ag,June
2006,25.67485,RRR,Ag_Strat,Ag,June
2007,26.90585,RRR,Ag_Strat,Ag,June
2008,28.6981,RRR,Ag_Strat,Ag,June
2009,27.53781667,RRR,Ag_Strat,Ag,June
2010,28.66608333,RRR,Ag_Strat,Ag,June
2011,24.60995,RRR,Ag_Strat,Ag,June
2016,27.94161667,RRR,Ag_Strat,Ag,June
2017,27.5307,RRR,Ag_Strat,Ag,June
2018,29.5345,RRR,Ag_Strat,Ag,June
1989,23.183675,SRR,Ag_No_Strat,Ag,June
1990,21.953825,SRR,Ag_No_Strat,Ag,June
1991,26.9801,SRR,Ag_No_Strat,Ag,June
1992,20.73198333,SRR,Ag_No_Strat,Ag,June
1993,22.01939,SRR,Ag_No_Strat,Ag,June
1994,25.51088333,SRR,Ag_No_Strat,Ag,June
1995,24.21225,SRR,Ag_No_Strat,Ag,June
1996,22.86258333,SRR,Ag_No_Strat,Ag,June
1997,22.50068333,SRR,Ag_No_Strat,Ag,June
1998,21.92295,SRR,Ag_No_Strat,Ag,June
1999,25.55408333,SRR,Ag_No_Strat,Ag,June
2000,24.64695,SRR,Ag_No_Strat,Ag,June
2001,21.93775,SRR,Ag_No_Strat,Ag,June
2002,23.73911667,SRR,Ag_No_Strat,Ag,June
2003,21.70765,SRR,Ag_No_Strat,Ag,June
2004,23.5875,SRR,Ag_No_Strat,Ag,June
2005,23.6551,SRR,Ag_No_Strat,Ag,June
2006,24.68265,SRR,Ag_No_Strat,Ag,June
2007,24.25715,SRR,Ag_No_Strat,Ag,June
2008,24.8306,SRR,Ag_No_Strat,Ag,June
2009,23.41965,SRR,Ag_No_Strat,Ag,June
2010,25.546425,SRR,Ag_No_Strat,Ag,June
2016,24.50748333,SRR,Ag_No_Strat,Ag,June
2017,22.87195,SRR,Ag_No_Strat,Ag,June
2018,24.04185,SRR,Ag_No_Strat,Ag,June
1989,25.7375,TAR,Ag_Strat,Ag,June
1990,23.875,TAR,Ag_Strat,Ag,June
1991,27.4009,TAR,Ag_Strat,Ag,June
1992,23.8589,TAR,Ag_Strat,Ag,June
1993,24.25313,TAR,Ag_Strat,Ag,June
1994,26.6982,TAR,Ag_Strat,Ag,June
1995,26.606025,TAR,Ag_Strat,Ag,June
1996,24.5634,TAR,Ag_Strat,Ag,June
1997,22.59052143,TAR,Ag_Strat,Ag,June
1998,24.2214,TAR,Ag_Strat,Ag,June
1999,27.77365,TAR,Ag_Strat,Ag,June
2000,25.54903,TAR,Ag_Strat,Ag,June
2001,25.1384,TAR,Ag_Strat,Ag,June
2002,26.00078333,TAR,Ag_Strat,Ag,June
2003,24.03585,TAR,Ag_Strat,Ag,June
2004,26.36655,TAR,Ag_Strat,Ag,June
2005,26.4866,TAR,Ag_Strat,Ag,June
2006,26.07455,TAR,Ag_Strat,Ag,June
2007,26.594875,TAR,Ag_Strat,Ag,June
2008,25.99795,TAR,Ag_Strat,Ag,June
2009,26.8982,TAR,Ag_Strat,Ag,June
2010,27.9607,TAR,Ag_Strat,Ag,June
2011,25.3678,TAR,Ag_Strat,Ag,June
2012,26.7768,TAR,Ag_Strat,Ag,June
2016,27.4232,TAR,Ag_Strat,Ag,June
2017,25.26481667,TAR,Ag_Strat,Ag,June
2018,27.1714,TAR,Ag_Strat,Ag,June
1989,27.1132,BHR,Forest,For,July
1990,27.8436,BHR,Forest,For,July
1991,28.38533333,BHR,Forest,For,July
1992,27.7648,BHR,Forest,For,July
1993,30.903,BHR,Forest,For,July
1994,29.5831,BHR,Forest,For,July
1995,28.5963,BHR,Forest,For,July
1996,27.769,BHR,Forest,For,July
1997,28.3988,BHR,Forest,For,July
1998,28.60386667,BHR,Forest,For,July
1999,29.1088,BHR,Forest,For,July
2000,27.306,BHR,Forest,For,July
2001,27.15293333,BHR,Forest,For,July
2002,28.5648,BHR,Forest,For,July
2003,27.1694,BHR,Forest,For,July
2004,26.8884,BHR,Forest,For,July
2005,28.5778,BHR,Forest,For,July
2006,28.88533333,BHR,Forest,For,July
2007,27.3662,BHR,Forest,For,July
2008,27.3222,BHR,Forest,For,July
2009,26.9776,BHR,Forest,For,July
2010,27.5866,BHR,Forest,For,July
2014,27.3032,BHR,Forest,For,July
2016,29.6722,BHR,Forest,For,July
2017,28.7472,BHR,Forest,For,July
2018,27.7634,BHR,Forest,For,July
1989,27.78665,BRR,Ag_Strat,Ag,July
1990,27.97555,BRR,Ag_Strat,Ag,July
1991,28.765025,BRR,Ag_Strat,Ag,July
1992,27.6086,BRR,Ag_Strat,Ag,July
1993,29.8,BRR,Ag_Strat,Ag,July
1994,27.82775,BRR,Ag_Strat,Ag,July
1995,28.51665,BRR,Ag_Strat,Ag,July
1996,27.67445,BRR,Ag_Strat,Ag,July
1997,29.1547,BRR,Ag_Strat,Ag,July
1998,28.9836,BRR,Ag_Strat,Ag,July
1999,29.11445,BRR,Ag_Strat,Ag,July
2000,27.89665,BRR,Ag_Strat,Ag,July
2001,28.04555,BRR,Ag_Strat,Ag,July
2002,29.57023,BRR,Ag_Strat,Ag,July
2003,28.54179,BRR,Ag_Strat,Ag,July
2004,28.06335,BRR,Ag_Strat,Ag,July
2005,29.4164,BRR,Ag_Strat,Ag,July
2006,28.51509,BRR,Ag_Strat,Ag,July
2007,28.23977,BRR,Ag_Strat,Ag,July
2008,26.97591667,BRR,Ag_Strat,Ag,July
2009,27.2336,BRR,Ag_Strat,Ag,July
2010,29.69805,BRR,Ag_Strat,Ag,July
2013,27.81445,BRR,Ag_Strat,Ag,July
2016,29.42385,BRR,Ag_Strat,Ag,July
2017,29.85275,BRR,Ag_Strat,Ag,July
2018,28.75068333,BRR,Ag_Strat,Ag,July
1989,26.27065,BVR,Ag_Strat,Ag,July
1990,27.29494,BVR,Ag_Strat,Ag,July
1991,26.10645,BVR,Ag_Strat,Ag,July
1992,24.19683333,BVR,Ag_Strat,Ag,July
1994,25.6135,BVR,Ag_Strat,Ag,July
1995,26.12795,BVR,Ag_Strat,Ag,July
1996,26.5486,BVR,Ag_Strat,Ag,July
1997,26.85966,BVR,Ag_Strat,Ag,July
1998,27.09915,BVR,Ag_Strat,Ag,July
1999,27.60854,BVR,Ag_Strat,Ag,July
2000,26.19527143,BVR,Ag_Strat,Ag,July
2001,26.7009,BVR,Ag_Strat,Ag,July
2002,28.57135,BVR,Ag_Strat,Ag,July
2003,26.62696667,BVR,Ag_Strat,Ag,July
2004,25.27854,BVR,Ag_Strat,Ag,July
2005,27.77205,BVR,Ag_Strat,Ag,July
2006,27.6115,BVR,Ag_Strat,Ag,July
2007,26.39045,BVR,Ag_Strat,Ag,July
2008,25.65225,BVR,Ag_Strat,Ag,July
2009,25.64674,BVR,Ag_Strat,Ag,July
2010,28.54045,BVR,Ag_Strat,Ag,July
2015,25.6371,BVR,Ag_Strat,Ag,July
2016,26.8854,BVR,Ag_Strat,Ag,July
2017,26.60523333,BVR,Ag_Strat,Ag,July
2018,27.50376667,BVR,Ag_Strat,Ag,July
1989,26.125,CBR,Ag_No_Strat,Ag,July
1990,23.50531,CBR,Ag_No_Strat,Ag,July
1991,26.84935,CBR,Ag_No_Strat,Ag,July
1992,23.863925,CBR,Ag_No_Strat,Ag,July
1993,26.249675,CBR,Ag_No_Strat,Ag,July
1994,25.08545,CBR,Ag_No_Strat,Ag,July
1995,25.47638333,CBR,Ag_No_Strat,Ag,July
1996,24.99215,CBR,Ag_No_Strat,Ag,July
1997,25.559325,CBR,Ag_No_Strat,Ag,July
1998,25.755375,CBR,Ag_No_Strat,Ag,July
1999,27.29847,CBR,Ag_No_Strat,Ag,July
2000,24.57193333,CBR,Ag_No_Strat,Ag,July
2001,25.60329,CBR,Ag_No_Strat,Ag,July
2002,26.6068,CBR,Ag_No_Strat,Ag,July
2003,25.10241,CBR,Ag_No_Strat,Ag,July
2004,24.89035,CBR,Ag_No_Strat,Ag,July
2005,26.82417,CBR,Ag_No_Strat,Ag,July
2006,26.34598333,CBR,Ag_No_Strat,Ag,July
2007,25.40548333,CBR,Ag_No_Strat,Ag,July
2008,24.98311667,CBR,Ag_No_Strat,Ag,July
2009,25.08251667,CBR,Ag_No_Strat,Ag,July
2010,27.23873,CBR,Ag_No_Strat,Ag,July
2015,24.69935,CBR,Ag_No_Strat,Ag,July
2016,27.56075,CBR,Ag_No_Strat,Ag,July
2017,25.1772,CBR,Ag_No_Strat,Ag,July
2018,26.89621667,CBR,Ag_No_Strat,Ag,July
1989,26.8875,CCK,Ag_Strat,Ag,July
1990,26.46591667,CCK,Ag_Strat,Ag,July
1991,26.28545,CCK,Ag_Strat,Ag,July
1992,22.0041,CCK,Ag_Strat,Ag,July
1993,26.28545,CCK,Ag_Strat,Ag,July
1994,27.4472,CCK,Ag_Strat,Ag,July
1995,26.68395,CCK,Ag_Strat,Ag,July
1996,25.65066111,CCK,Ag_Strat,Ag,July
1997,27.63015,CCK,Ag_Strat,Ag,July
1998,27.77488333,CCK,Ag_Strat,Ag,July
1999,28.21283,CCK,Ag_Strat,Ag,July
2000,26.61045,CCK,Ag_Strat,Ag,July
2001,27.10955,CCK,Ag_Strat,Ag,July
2002,28.43523889,CCK,Ag_Strat,Ag,July
2003,25.82985,CCK,Ag_Strat,Ag,July
2004,25.3569,CCK,Ag_Strat,Ag,July
2005,27.67425,CCK,Ag_Strat,Ag,July
2006,27.755225,CCK,Ag_Strat,Ag,July
2007,25.6472,CCK,Ag_Strat,Ag,July
2008,25.87537,CCK,Ag_Strat,Ag,July
2009,24.85941,CCK,Ag_Strat,Ag,July
2010,27.71865,CCK,Ag_Strat,Ag,July
2015,26.02835,CCK,Ag_Strat,Ag,July
2016,28.07015,CCK,Ag_Strat,Ag,July
2018,28.393775,CCK,Ag_Strat,Ag,July
1989,26.925625,CFK,Forest,For,July
1990,27.87375,CFK,Forest,For,July
1991,29.23125,CFK,Forest,For,July
1992,26.5275,CFK,Forest,For,July
1993,29.22708333,CFK,Forest,For,July
1994,26.666875,CFK,Forest,For,July
1995,27.6375,CFK,Forest,For,July
1996,27.42775,CFK,Forest,For,July
1997,28.44225,CFK,Forest,For,July
1998,28.35041667,CFK,Forest,For,July
1999,27.98208333,CFK,Forest,For,July
2000,27.263125,CFK,Forest,For,July
2001,26.93125,CFK,Forest,For,July
2002,28.96291667,CFK,Forest,For,July
2003,26.30375,CFK,Forest,For,July
2004,27.99625,CFK,Forest,For,July
2005,27.17625,CFK,Forest,For,July
2006,28.3975,CFK,Forest,For,July
2007,25.95125,CFK,Forest,For,July
2008,27.07875,CFK,Forest,For,July
2009,26.515625,CFK,Forest,For,July
2010,29.45791667,CFK,Forest,For,July
2014,27.23625,CFK,Forest,For,July
2016,29.35125,CFK,Forest,For,July
2017,28.85,CFK,Forest,For,July
2018,29.35375,CFK,Forest,For,July
1989,27.04455,CHL,Ag_No_Strat,Ag,July
1990,25.95885,CHL,Ag_No_Strat,Ag,July
1991,27.92885,CHL,Ag_No_Strat,Ag,July
1992,24.536225,CHL,Ag_No_Strat,Ag,July
